"","Clusters","gene_short_name","family","pval","qval","status","num_cells_expressed","use_for_ordering"
"RAMP1","1","RAMP1","negbinomial.size",9.99965360397008e-169,9.43010811609179e-168,"OK",1311,TRUE
"OFD1","2","OFD1","negbinomial.size",5.19321695989964e-19,8.62487564013961e-19,"OK",7361,TRUE
"SLC15A4","1","SLC15A4","negbinomial.size",9.31138385751085e-98,5.47327685282955e-97,"OK",6087,TRUE
"PRDM1","2","PRDM1","negbinomial.size",1.55477385109314e-34,3.87176174858901e-34,"OK",6594,TRUE
"UBE2B","1","UBE2B","negbinomial.size",7.47754025486704e-68,3.18640173139619e-67,"OK",7964,TRUE
"KMT2E","1","KMT2E","negbinomial.size",1.30242605615342e-106,8.43272273372172e-106,"OK",10608,TRUE
"PRNP","1","PRNP","negbinomial.size",1.00827060921392e-70,4.43598164581136e-70,"OK",4558,TRUE
"CYTIP","2","CYTIP","negbinomial.size",2.1262212468383e-30,4.89572599192386e-30,"OK",11210,TRUE
"ETS1","2","ETS1","negbinomial.size",3.58635572355484e-08,4.15312630239746e-08,"OK",10439,TRUE
"HNRNPC","1","HNRNPC","negbinomial.size",1.86141049854768e-116,1.30660173830095e-115,"OK",11899,TRUE
"IFNGR1","1","IFNGR1","negbinomial.size",3.26777383974494e-159,2.92884357785404e-158,"OK",5753,TRUE
"KLF10","1","KLF10","negbinomial.size",3.27122307964786e-137,2.52501169386342e-136,"OK",5413,TRUE
"IRF9","1","IRF9","negbinomial.size",9.15055328313087e-100,5.48446465434548e-99,"OK",4577,TRUE
"RPL35","2","RPL35","negbinomial.size",1.77663661447505e-245,2.3354695859372e-244,"OK",15547,TRUE
"SH2D1B","1","SH2D1B","negbinomial.size",4.97026783040328e-216,5.73431432135357e-215,"OK",2498,TRUE
"DENND3","1","DENND3","negbinomial.size",1.88238084394406e-94,1.06325105482153e-93,"OK",2279,TRUE
"HLA-DQA2","1","HLA-DQA2","negbinomial.size",1.20150687734845e-32,2.89885252165605e-32,"OK",551,TRUE
"NR4A2","1","NR4A2","negbinomial.size",1.26021048716957e-263,1.74101690870751e-262,"OK",12677,TRUE
"TUBB4B","1","TUBB4B","negbinomial.size",1.59309187607821e-278,2.3995946383428e-277,"OK",14135,TRUE
"IL18RAP","1","IL18RAP","negbinomial.size",1.60792224277513e-146,1.33113868113712e-145,"OK",1994,TRUE
"TAGAP","1","TAGAP","negbinomial.size",1.20141164038031e-95,6.85753117890759e-95,"OK",7785,TRUE
"EIF2AK2","1","EIF2AK2","negbinomial.size",1.22939824924026e-124,9.00866487365584e-124,"OK",3297,TRUE
"UAP1","1","UAP1","negbinomial.size",4.41561767001385e-103,2.76007917183287e-102,"OK",5561,TRUE
"RPL4","2","RPL4","negbinomial.size",1.6659277163682e-194,1.7456025201945e-193,"OK",14150,TRUE
"TYMP","1","TYMP","negbinomial.size",6.60439188017786e-93,3.65431785410862e-92,"OK",2771,TRUE
"EIF4A3","2","EIF4A3","negbinomial.size",1.41412231335237e-27,2.98368803274444e-27,"OK",8398,TRUE
"FBXW5","2","FBXW5","negbinomial.size",3.3754967591514e-66,1.42718371746577e-65,"OK",5150,TRUE
"ZEB2","1","ZEB2","negbinomial.size",2.50918267857318e-61,9.82385781556899e-61,"OK",12069,TRUE
"MT-ND1","2","MT-ND1","negbinomial.size",6.12773240140197e-22,1.10666541037809e-21,"OK",15927,TRUE
"WHAMM","1","WHAMM","negbinomial.size",3.8300848741624e-79,1.84610090934628e-78,"OK",5256,TRUE
"ICAM2","1","ICAM2","negbinomial.size",1.43318797854912e-136,1.102335009033e-135,"OK",3857,TRUE
"PTP4A2","2","PTP4A2","negbinomial.size",2.29553802432027e-81,1.13936429628162e-80,"OK",11110,TRUE
"DSTN","1","DSTN","negbinomial.size",1.97029497235434e-39,5.4859689281599e-39,"OK",8092,TRUE
"SERTAD1","1","SERTAD1","negbinomial.size",2.5888109945833e-211,2.8503203285539e-210,"OK",13032,TRUE
"AC243960.1","2","AC243960.1","negbinomial.size",1.18389399984588e-81,5.88960111391217e-81,"OK",4553,TRUE
"PSMB9","1","PSMB9","negbinomial.size",2.3698436715769e-85,1.23265969392094e-84,"OK",9203,TRUE
"MT-CO1","2","MT-CO1","negbinomial.size",1.70765701388581e-09,2.05089040039775e-09,"OK",16287,TRUE
"LILRB1","2","LILRB1","negbinomial.size",4.03480995902406e-122,2.9171676003744e-121,"OK",1421,TRUE
"ARL6IP5","2","ARL6IP5","negbinomial.size",1.90860389150989e-123,1.3891818257332e-122,"OK",11354,TRUE
"ERN1","1","ERN1","negbinomial.size",3.18593215137783e-86,1.67319293858075e-85,"OK",7421,TRUE
"AHSA1","1","AHSA1","negbinomial.size",2.49543700060392e-85,1.29488106562438e-84,"OK",6852,TRUE
"SLC5A3","1","SLC5A3","negbinomial.size",4.49273675347712e-111,3.02631863922108e-110,"OK",3710,TRUE
"KIR2DL1","1","KIR2DL1","negbinomial.size",9.00002921450002e-144,7.31125968773429e-143,"OK",972,TRUE
"YWHAZ","1","YWHAZ","negbinomial.size",1.55522604121229e-92,8.53996274275812e-92,"OK",13570,TRUE
"THAP2","1","THAP2","negbinomial.size",2.91604034030232e-142,2.35126077996867e-141,"OK",5602,TRUE
"OXNAD1","2","OXNAD1","negbinomial.size",6.12901249296298e-85,3.15767888295409e-84,"OK",2440,TRUE
"SPRY2","2","SPRY2","negbinomial.size",7.54652479796496e-10,9.15971588516284e-10,"OK",2508,TRUE
"VSTM2B","2","VSTM2B","negbinomial.size",1.28214376185981e-133,9.65614520650668e-133,"OK",425,TRUE
"MX2","1","MX2","negbinomial.size",7.59085419287679e-83,3.83789341360134e-82,"OK",1526,TRUE
"EIF3G","2","EIF3G","negbinomial.size",5.20234845624387e-35,1.31975366100502e-34,"OK",11624,TRUE
"ZFAND2A","1","ZFAND2A","negbinomial.size",2.15777579133497e-155,1.87208627656222e-154,"OK",7534,TRUE
"ZBTB38","2","ZBTB38","negbinomial.size",3.28722851306748e-102,2.03714246995525e-101,"OK",3702,TRUE
"RPL13A","2","RPL13A","negbinomial.size",0,0,"OK",16158,TRUE
"KLF4","1","KLF4","negbinomial.size",8.27111241254623e-51,2.79875863070402e-50,"OK",563,TRUE
"CD7","1","CD7","negbinomial.size",0,0,"OK",13606,TRUE
"AC022182.2","1","AC022182.2","negbinomial.size",8.47625102285348e-132,6.29622892759219e-131,"OK",970,TRUE
"AAED1","1","AAED1","negbinomial.size",4.5259476021508e-35,1.15220426632219e-34,"OK",3335,TRUE
"CD3D","2","CD3D","negbinomial.size",0.122276495216292,0.124573845995367,"OK",850,TRUE
"SLAMF7","1","SLAMF7","negbinomial.size",1.45613715826835e-53,5.09413144561943e-53,"OK",3601,TRUE
"IL7R","2","IL7R","negbinomial.size",3.62080507556776e-05,3.94055504711815e-05,"OK",979,TRUE
"RAB8B","1","RAB8B","negbinomial.size",5.08195260542587e-98,3.0034755316536e-97,"OK",7715,TRUE
"RACK1","2","RACK1","negbinomial.size",4.50444819201914e-148,3.77225796466777e-147,"OK",16007,TRUE
"ITGB7","1","ITGB7","negbinomial.size",7.08602119121023e-70,3.05558249776044e-69,"OK",4073,TRUE
"MT-ND3","2","MT-ND3","negbinomial.size",1.05619890707188e-62,4.22674433475812e-62,"OK",16235,TRUE
"REL","1","REL","negbinomial.size",2.22597093633093e-150,1.87865017933922e-149,"OK",13730,TRUE
"RASGRP1","1","RASGRP1","negbinomial.size",1.85298066411916e-60,7.13874788716599e-60,"OK",3190,TRUE
"ILF3-DT","2","ILF3-DT","negbinomial.size",2.51311081811805e-07,2.8509086634404e-07,"OK",6868,TRUE
"FNDC3B","1","FNDC3B","negbinomial.size",9.37799767799896e-136,7.13714981178237e-135,"OK",2477,TRUE
"DENND4A","1","DENND4A","negbinomial.size",2.03968454752353e-80,1.00547176899512e-79,"OK",2822,TRUE
"PLAC8","1","PLAC8","negbinomial.size",3.14804306559342e-215,3.57492429804823e-214,"OK",10126,TRUE
"VPS37B","1","VPS37B","negbinomial.size",7.18335704127469e-163,6.57413562131849e-162,"OK",6931,TRUE
"RPLP0","2","RPLP0","negbinomial.size",8.02945024347226e-216,9.21475004131817e-215,"OK",15324,TRUE
"GLUL","2","GLUL","negbinomial.size",5.88723807722555e-66,2.47469368013609e-65,"OK",6261,TRUE
"CD8A","1","CD8A","negbinomial.size",1.90012800144332e-65,7.91051369506827e-65,"OK",1988,TRUE
"KDM5D","1","KDM5D","negbinomial.size",5.13953497249731e-25,1.01066648733877e-24,"OK",286,TRUE
"RARA","1","RARA","negbinomial.size",8.37889237865849e-77,3.93372674660395e-76,"OK",2234,TRUE
"SSBP4","2","SSBP4","negbinomial.size",3.87956024009405e-52,1.33567716837524e-51,"OK",5505,TRUE
"TNF","1","TNF","negbinomial.size",1.73148715541407e-08,2.01913744091028e-08,"OK",4478,TRUE
"SRSF3","1","SRSF3","negbinomial.size",6.24139794228815e-138,4.8521835615853e-137,"OK",12702,TRUE
"LYST","1","LYST","negbinomial.size",7.6960467064811e-102,4.72881736724008e-101,"OK",5685,TRUE
"LIM2","1","LIM2","negbinomial.size",8.72073118045212e-64,3.54218463116117e-63,"OK",575,TRUE
"B2M","1","B2M","negbinomial.size",3.05007253823752e-45,9.39716951056418e-45,"OK",16287,TRUE
"PFDN5","2","PFDN5","negbinomial.size",2.37049668751037e-165,2.19726808342307e-164,"OK",15231,TRUE
"ERAP2","2","ERAP2","negbinomial.size",6.60351166909344e-31,1.53845508166097e-30,"OK",1862,TRUE
"BX284668.6","2","BX284668.6","negbinomial.size",1.0917512619264e-49,3.60427471403098e-49,"OK",1571,TRUE
"FBXO34","1","FBXO34","negbinomial.size",5.46859914321755e-79,2.6300202974809e-78,"OK",3142,TRUE
"NACA","2","NACA","negbinomial.size",1.51972905396227e-177,1.51206069635054e-176,"OK",16120,TRUE
"CCND3","2","CCND3","negbinomial.size",2.06390375656337e-10,2.53919866590241e-10,"OK",11083,TRUE
"AGPAT4","1","AGPAT4","negbinomial.size",1.65272341353617e-60,6.40135193564278e-60,"OK",2146,TRUE
"NDFIP2","1","NDFIP2","negbinomial.size",1.41856968166198e-38,3.88985795135882e-38,"OK",647,TRUE
"APMAP","1","APMAP","negbinomial.size",4.74670582193156e-130,3.51385833712271e-129,"OK",9345,TRUE
"KIR2DL4","1","KIR2DL4","negbinomial.size",1.5536620052444e-87,8.21925094969538e-87,"OK",1271,TRUE
"H2AFZ","2","H2AFZ","negbinomial.size",2.57861287323412e-49,8.46143921640666e-49,"OK",12804,TRUE
"ITM2A","2","ITM2A","negbinomial.size",1.37191148101994e-112,9.3281379383456e-112,"OK",6062,TRUE
"LAYN","1","LAYN","negbinomial.size",1.21403297654517e-46,3.8497624650972e-46,"OK",299,TRUE
"SKP1","1","SKP1","negbinomial.size",8.94432435952886e-71,3.9431381170362e-70,"OK",12799,TRUE
"SUMO3","1","SUMO3","negbinomial.size",2.18246459280791e-65,9.06851667011562e-65,"OK",4252,TRUE
"ORAI1","1","ORAI1","negbinomial.size",3.38465558033124e-75,1.56198254334861e-74,"OK",5627,TRUE
"RORA","1","RORA","negbinomial.size",1.40991844314424e-45,4.3749829802287e-45,"OK",10073,TRUE
"NFAT5","1","NFAT5","negbinomial.size",9.33799754616813e-114,6.40953059418945e-113,"OK",4018,TRUE
"ITGAD","2","ITGAD","negbinomial.size",1.98633515722202e-18,3.2369353538802e-18,"OK",351,TRUE
"NFKB2","1","NFKB2","negbinomial.size",1.16036859347496e-53,4.06597654159482e-53,"OK",5946,TRUE
"RRBP1","1","RRBP1","negbinomial.size",1.7722375783626e-98,1.05026866324275e-97,"OK",4720,TRUE
"SLC43A2","1","SLC43A2","negbinomial.size",2.66162372941769e-53,9.28144995033274e-53,"OK",713,TRUE
"USP9Y","1","USP9Y","negbinomial.size",1.50298669413853e-24,2.91851221091001e-24,"OK",266,TRUE
"MARCH3","1","MARCH3","negbinomial.size",3.0273114891403e-87,1.5937472378508e-86,"OK",896,TRUE
"TRAC","2","TRAC","negbinomial.size",1.15345742730207e-112,7.86745018810755e-112,"OK",2416,TRUE
"PRR7","2","PRR7","negbinomial.size",7.60176829312708e-36,1.96522472321724e-35,"OK",6803,TRUE
"PRSS57","1","PRSS57","negbinomial.size",1.60764959613486e-25,3.19614296426811e-25,"OK",943,TRUE
"CD79B","1","CD79B","negbinomial.size",2.10396764425749e-119,1.50115323039293e-118,"OK",1292,TRUE
"NOP10","1","NOP10","negbinomial.size",1.83121427075604e-83,9.28014895623795e-83,"OK",7438,TRUE
"RPL9","2","RPL9","negbinomial.size",1.156476041863e-241,1.49309317547669e-240,"OK",16180,TRUE
"PRDX5","1","PRDX5","negbinomial.size",5.3586093020799e-70,2.31530350123731e-69,"OK",7991,TRUE
"MAP2K3","1","MAP2K3","negbinomial.size",7.14389785737919e-110,4.7531025928391e-109,"OK",6072,TRUE
"PPP1R15B","1","PPP1R15B","negbinomial.size",1.28419489319159e-96,7.42778326222018e-96,"OK",5449,TRUE
"RGS16","1","RGS16","negbinomial.size",5.72467441395462e-52,1.9646865195993e-51,"OK",2494,TRUE
"UBE2L6","1","UBE2L6","negbinomial.size",8.67643314569618e-98,5.11390855788452e-97,"OK",4697,TRUE
"RPL29","2","RPL29","negbinomial.size",3.02312185626194e-194,3.15247658953469e-193,"OK",16262,TRUE
"PRSS23","1","PRSS23","negbinomial.size",1.16365486107118e-54,4.13765146502194e-54,"OK",3981,TRUE
"CD226","1","CD226","negbinomial.size",1.22923460122066e-83,6.25870856818688e-83,"OK",3191,TRUE
"RPL14","2","RPL14","negbinomial.size",2.01267185451866e-272,2.94965219760201e-271,"OK",16262,TRUE
"PLEKHO1","1","PLEKHO1","negbinomial.size",1.81191413546189e-97,1.05931044738998e-96,"OK",3335,TRUE
"RPL7","2","RPL7","negbinomial.size",1.93922371312997e-183,1.95636103896693e-182,"OK",15240,TRUE
"SERPINE1","1","SERPINE1","negbinomial.size",1.57719163718339e-80,7.79254820284914e-80,"OK",558,TRUE
"TC2N","2","TC2N","negbinomial.size",1.56523936150405e-61,6.16153207822554e-61,"OK",1807,TRUE
"HSPA4","1","HSPA4","negbinomial.size",2.60583767586761e-69,1.11700828437882e-68,"OK",3766,TRUE
"CEBPB","1","CEBPB","negbinomial.size",1.31561368680628e-171,1.26825159408126e-170,"OK",7717,TRUE
"FAU","2","FAU","negbinomial.size",9.85231091440084e-167,9.21106136781699e-166,"OK",16271,TRUE
"TRGC1","1","TRGC1","negbinomial.size",1.75389422604154e-60,6.78109906646007e-60,"OK",4034,TRUE
"AL512625.3","2","AL512625.3","negbinomial.size",1.49237968005956e-55,5.36811198349784e-55,"OK",422,TRUE
"SYAP1","1","SYAP1","negbinomial.size",1.73689301306231e-104,1.10478620097717e-103,"OK",8827,TRUE
"ATP6V0D1","1","ATP6V0D1","negbinomial.size",6.96849569891951e-75,3.18874834830304e-74,"OK",3793,TRUE
"LIMD2","1","LIMD2","negbinomial.size",1.20580304482478e-134,9.11284600775242e-134,"OK",10119,TRUE
"CD84","2","CD84","negbinomial.size",7.17256863901835e-90,3.89907302707539e-89,"OK",1100,TRUE
"TIFA","1","TIFA","negbinomial.size",1.13901590455138e-98,6.76856300540259e-98,"OK",2824,TRUE
"HLA-DQA1","2","HLA-DQA1","negbinomial.size",4.78544155830024e-108,3.14534022422825e-107,"OK",2247,TRUE
"NBL1","1","NBL1","negbinomial.size",4.15374339140224e-37,1.1054563700554e-36,"OK",572,TRUE
"SRSF7","1","SRSF7","negbinomial.size",4.56757188909791e-111,3.05773562575721e-110,"OK",14638,TRUE
"IFIT3","1","IFIT3","negbinomial.size",1.70778741120089e-84,8.77770354240456e-84,"OK",2513,TRUE
"PIM2","1","PIM2","negbinomial.size",1.01792631142169e-127,7.50980329752939e-127,"OK",4436,TRUE
"AHNAK","1","AHNAK","negbinomial.size",5.06207747009174e-25,9.96338115483575e-25,"OK",7017,TRUE
"HLA-E","1","HLA-E","negbinomial.size",2.12463030730204e-63,8.59761779204874e-63,"OK",16190,TRUE
"UBE2F","1","UBE2F","negbinomial.size",6.64854074151628e-120,4.75930193674878e-119,"OK",5705,TRUE
"AC114760.2","2","AC114760.2","negbinomial.size",2.64178030244073e-48,8.56505452315985e-48,"OK",2610,TRUE
"TNFRSF4","1","TNFRSF4","negbinomial.size",3.3532627814307e-64,1.36972259377085e-63,"OK",1432,TRUE
"PDE4D","1","PDE4D","negbinomial.size",4.14719593653205e-86,2.17277004500918e-85,"OK",5870,TRUE
"FMNL1","1","FMNL1","negbinomial.size",8.88294110662132e-92,4.86542910612668e-91,"OK",8794,TRUE
"LDLRAD4","1","LDLRAD4","negbinomial.size",5.31913766669007e-24,1.01918812712462e-23,"OK",965,TRUE
"SRA1","1","SRA1","negbinomial.size",1.05109719842806e-49,3.47535034053424e-49,"OK",4166,TRUE
"ZFP36","1","ZFP36","negbinomial.size",0,0,"OK",15513,TRUE
"MAPK1","1","MAPK1","negbinomial.size",1.04263465715676e-08,1.22241868722866e-08,"OK",8148,TRUE
"STAT1","1","STAT1","negbinomial.size",2.35933854997359e-57,8.823112611884e-57,"OK",2963,TRUE
"IL2RB","1","IL2RB","negbinomial.size",9.15341726543598e-100,5.48446465434548e-99,"OK",5500,TRUE
"IER2","1","IER2","negbinomial.size",2.95516149641143e-234,3.7483890559745e-233,"OK",16017,TRUE
"SLFN5","2","SLFN5","negbinomial.size",5.97170755112118e-49,1.94192408971242e-48,"OK",2855,TRUE
"ZNF683","1","ZNF683","negbinomial.size",7.90480560271972e-15,1.12282405712502e-14,"OK",301,TRUE
"PRMT2","2","PRMT2","negbinomial.size",3.01816412999502e-17,4.74720667002117e-17,"OK",7651,TRUE
"ZC3H12A","1","ZC3H12A","negbinomial.size",1.28115199348589e-93,7.18041001000231e-93,"OK",10246,TRUE
"HIST3H2A","2","HIST3H2A","negbinomial.size",1.66570331739853e-54,5.91311046716434e-54,"OK",4777,TRUE
"PTGDR","2","PTGDR","negbinomial.size",1.16788646870029e-12,1.54460106744569e-12,"OK",5365,TRUE
"TNFRSF25","1","TNFRSF25","negbinomial.size",1.92214902664826e-64,7.88117436446139e-64,"OK",710,TRUE
"FKBP5","1","FKBP5","negbinomial.size",7.37303993990309e-11,9.19087564922402e-11,"OK",5565,TRUE
"APLP2","1","APLP2","negbinomial.size",3.77378998773502e-73,1.70173606723436e-72,"OK",3091,TRUE
"RNF115","1","RNF115","negbinomial.size",1.22465999961836e-87,6.54258014574438e-87,"OK",6521,TRUE
"HOXB2","1","HOXB2","negbinomial.size",6.98428430089204e-91,3.80625945945599e-90,"OK",2714,TRUE
"FURIN","1","FURIN","negbinomial.size",2.30307208997445e-70,1.00308501268164e-69,"OK",1663,TRUE
"GPR65","2","GPR65","negbinomial.size",1.45702106001158e-15,2.1310038295112e-15,"OK",8343,TRUE
"NKRF","1","NKRF","negbinomial.size",3.00956822900736e-84,1.53956450205589e-83,"OK",1954,TRUE
"MT-ND2","2","MT-ND2","negbinomial.size",4.2617409535011e-60,1.633165393665e-59,"OK",15914,TRUE
"ATP2B1","1","ATP2B1","negbinomial.size",2.16917089422736e-53,7.57637950012744e-53,"OK",4122,TRUE
"EMP3","1","EMP3","negbinomial.size",7.57430095299712e-26,1.51836032967197e-25,"OK",12754,TRUE
"CXCL13","1","CXCL13","negbinomial.size",1.60425021266453e-14,2.25802641873418e-14,"OK",121,TRUE
"CD83","1","CD83","negbinomial.size",2.25389351214651e-58,8.48731775667671e-58,"OK",7757,TRUE
"MARCKSL1","1","MARCKSL1","negbinomial.size",4.56530939445429e-95,2.59218745459983e-94,"OK",7986,TRUE
"EIF5","1","EIF5","negbinomial.size",3.12803173139119e-107,2.04358458596009e-106,"OK",12140,TRUE
"SELPLG","1","SELPLG","negbinomial.size",8.0425899276783e-115,5.55553425259052e-114,"OK",4045,TRUE
"ABCF1","1","ABCF1","negbinomial.size",2.30922054404774e-44,7.00517393012524e-44,"OK",4711,TRUE
"GPX4","1","GPX4","negbinomial.size",7.96823445144715e-64,3.24260797845945e-63,"OK",8867,TRUE
"RPL38","2","RPL38","negbinomial.size",1.03533218161064e-221,1.22045407712689e-220,"OK",15132,TRUE
"AL158071.3","2","AL158071.3","negbinomial.size",5.34646113487196e-46,1.67579106958631e-45,"OK",1451,TRUE
"GIMAP7","1","GIMAP7","negbinomial.size",6.28613623455914e-16,9.37087937646651e-16,"OK",4551,TRUE
"IGFBP2","1","IGFBP2","negbinomial.size",1.06359059110697e-10,1.31975285589876e-10,"OK",349,TRUE
"NAPA","1","NAPA","negbinomial.size",1.61223617745196e-62,6.42819902370094e-62,"OK",4692,TRUE
"PRKAR1A","1","PRKAR1A","negbinomial.size",2.64586550344745e-79,1.27814750044043e-78,"OK",4747,TRUE
"CASP10","1","CASP10","negbinomial.size",3.30750074057884e-85,1.71216446451444e-84,"OK",1367,TRUE
"TMSB4X","1","TMSB4X","negbinomial.size",9.80831378932438e-11,1.21915373117734e-10,"OK",16285,TRUE
"TMEM71","1","TMEM71","negbinomial.size",2.46374709462652e-77,1.166783285643e-76,"OK",3079,TRUE
"BAG3","1","BAG3","negbinomial.size",1.46667346356084e-74,6.69729419465993e-74,"OK",3665,TRUE
"BCLAF1","1","BCLAF1","negbinomial.size",3.55874853173001e-82,1.78678832530611e-81,"OK",8615,TRUE
"C11orf96","1","C11orf96","negbinomial.size",2.94778907188487e-95,1.67815078659273e-94,"OK",842,TRUE
"PBXIP1","1","PBXIP1","negbinomial.size",9.48708507990318e-27,1.95976071793428e-26,"OK",3247,TRUE
"AL627171.1","2","AL627171.1","negbinomial.size",4.43353709475955e-22,8.02030188368095e-22,"OK",1346,TRUE
"SRSF5","1","SRSF5","negbinomial.size",7.60045335596705e-150,6.38968346088857e-149,"OK",14250,TRUE
"LMNB1","1","LMNB1","negbinomial.size",1.06763100097605e-88,5.71775713856065e-88,"OK",4055,TRUE
"MTRNR2L1","1","MTRNR2L1","negbinomial.size",3.43602781291918e-19,5.73288025093977e-19,"OK",195,TRUE
"SLC30A1","1","SLC30A1","negbinomial.size",4.31384750859441e-47,1.37599047737372e-46,"OK",3457,TRUE
"CD164","1","CD164","negbinomial.size",3.9434760249984e-100,2.38256253432355e-99,"OK",7586,TRUE
"CALR","1","CALR","negbinomial.size",5.75854560696869e-133,4.3218980697284e-132,"OK",12563,TRUE
"TCF25","1","TCF25","negbinomial.size",7.14138084316743e-107,4.63762127210484e-106,"OK",11354,TRUE
"AC025164.1","2","AC025164.1","negbinomial.size",1.50221239478185e-23,2.83576908988845e-23,"OK",2684,TRUE
"RASSF1","2","RASSF1","negbinomial.size",2.11498186192216e-31,4.97548336063901e-31,"OK",6920,TRUE
"NSG1","2","NSG1","negbinomial.size",5.20185126142305e-75,2.39550220510119e-74,"OK",692,TRUE
"ARL5B","1","ARL5B","negbinomial.size",4.77480252496196e-60,1.82655144208862e-59,"OK",2563,TRUE
"GNAO1","2","GNAO1","negbinomial.size",1.80020681328317e-62,7.15137102199852e-62,"OK",471,TRUE
"TMEM123","1","TMEM123","negbinomial.size",3.74776876591014e-44,1.12901534073043e-43,"OK",3211,TRUE
"BST2","1","BST2","negbinomial.size",7.55659682721078e-81,3.74206815484479e-80,"OK",8358,TRUE
"FGL2","1","FGL2","negbinomial.size",1.2043375053726e-50,4.0436657107634e-50,"OK",3450,TRUE
"CASS4","1","CASS4","negbinomial.size",6.40839473807735e-45,1.95496598971727e-44,"OK",524,TRUE
"SAMD9","1","SAMD9","negbinomial.size",2.38434912649164e-70,1.03640345798805e-69,"OK",4642,TRUE
"CNOT6L","1","CNOT6L","negbinomial.size",8.30296162459158e-84,4.23744088558568e-83,"OK",9038,TRUE
"ENSA","1","ENSA","negbinomial.size",3.4160445416796e-65,1.41131440207677e-64,"OK",9017,TRUE
"RBM39","1","RBM39","negbinomial.size",1.00303626619638e-145,8.27218882653975e-145,"OK",15159,TRUE
"ATP1B3","1","ATP1B3","negbinomial.size",4.57840588262079e-123,3.3212583141821e-122,"OK",9533,TRUE
"EGR2","1","EGR2","negbinomial.size",9.56230921759667e-56,3.45102307703281e-55,"OK",1094,TRUE
"EEF1D","2","EEF1D","negbinomial.size",5.95929186155969e-127,4.38159459244847e-126,"OK",15675,TRUE
"RPL24","2","RPL24","negbinomial.size",8.01916902465932e-154,6.90221333908178e-153,"OK",16181,TRUE
"DOK2","1","DOK2","negbinomial.size",1.41096441494988e-52,4.90445803850368e-52,"OK",11341,TRUE
"CTSW","1","CTSW","negbinomial.size",1.6425702996576e-181,1.64941434257284e-180,"OK",14658,TRUE
"DDIT4","2","DDIT4","negbinomial.size",0.000102412819627881,0.000110130592847235,"OK",12154,TRUE
"HERPUD1","2","HERPUD1","negbinomial.size",2.95745432802179e-14,4.12522086011528e-14,"OK",11767,TRUE
"CDC42SE1","1","CDC42SE1","negbinomial.size",1.50500143021742e-101,9.195346766596e-101,"OK",11222,TRUE
"APOA2","1","APOA2","negbinomial.size",7.86818669878799e-61,3.07497242336417e-60,"OK",223,TRUE
"SKIL","1","SKIL","negbinomial.size",7.17006394958312e-93,3.95721850041878e-92,"OK",5156,TRUE
"RAB34","2","RAB34","negbinomial.size",4.26846459017761e-105,2.73914192192166e-104,"OK",642,TRUE
"IGKV3-20","1","IGKV3-20","negbinomial.size",9.15747970004118e-18,1.46263427609641e-17,"OK",223,TRUE
